Filename,Duration,File Size,Creation Date,Original Path
3.mp4,0:00,3.79 MB,06-01-25,/Users/steven/Pictures/etsy/Untitled design(2)/3.mp4
eso-Dawnbreak.mp4,0:00,1.68 MB,06-01-25,/Users/steven/Pictures/YThumbs/ESO-Glory/MP4/eso-Dawnbreak.mp4
eso FLOW.mp4,0:00,3.17 MB,06-01-25,/Users/steven/Pictures/YThumbs/ESO-Glory/MP4/eso FLOW.mp4
eso small purp cloud.mp4,0:00,1.17 MB,06-01-25,/Users/steven/Pictures/YThumbs/ESO-Glory/MP4/eso small purp cloud.mp4
eso-morning.mp4.mp4,0:00,2.85 MB,06-01-25,/Users/steven/Pictures/YThumbs/ESO-Glory/MP4/eso-morning.mp4.mp4
eso fighters guild.mp4,0:33,19.54 MB,06-01-25,/Users/steven/Pictures/YThumbs/ESO-Glory/MP4/eso fighters guild.mp4
mystic world-Fighters.mp4,0:35,17.43 MB,06-01-25,/Users/steven/Pictures/YThumbs/ESO-Glory/MP4/mystic world-Fighters.mp4
Guilds and Glory-event.mp4,1:02,28.76 MB,06-01-25,/Users/steven/Pictures/YThumbs/ESO-Glory/MP4/Guilds and Glory-event.mp4
37e054bc-bbb1-4923-9aaf-3eaad609ff66.mp4,0:00,1.56 MB,06-01-25,/Users/steven/Pictures/YThumbs/ESO-Glory/MP4/37e054bc-bbb1-4923-9aaf-3eaad609ff66.mp4
"Panoramic view of the Elder Scrolls Online cityscape, bustling with life and diversity., in the style of RPG, DnD, ESO-2 (1705678032740).mp4",0:00,20.00 MB,06-01-25,"/Users/steven/Pictures/YThumbs/ESO-Glory/MP4/Panoramic view of the Elder Scrolls Online cityscape, bustling with life and diversity., in the style of RPG, DnD, ESO-2 (1705678032740).mp4"
wrothgar.mp4.mp4,0:00,1.87 MB,06-01-25,/Users/steven/Pictures/YThumbs/ESO-Glory/MP4/wrothgar.mp4.mp4
Created from Canva app.mp4,0:33,16.47 MB,06-01-25,/Users/steven/Pictures/YThumbs/ESO-Glory/MP4/Created from Canva app.mp4
e4033ba8-a69a-49b7-ae0a-5af51ca27122.mp4,0:00,3.62 MB,06-01-25,/Users/steven/Pictures/YThumbs/ESO-Glory/MP4/e4033ba8-a69a-49b7-ae0a-5af51ca27122.mp4
mage-move.mp4,0:00,1.92 MB,06-01-25,/Users/steven/Pictures/YThumbs/ESO-Glory/MP4/mage-move.mp4
eso purp clouds.mp4,0:00,1.37 MB,06-01-25,/Users/steven/Pictures/YThumbs/ESO-Glory/MP4/eso purp clouds.mp4
a700b107-5408-4a15-bf37-7fcef157a559.mp4,0:00,1.31 MB,06-01-25,/Users/steven/Pictures/YThumbs/eso/a700b107-5408-4a15-bf37-7fcef157a559.mp4
necrom.mp4,0:00,1.40 MB,06-01-25,/Users/steven/Pictures/YThumbs/eso/necrom.mp4
