Filename,File Size,Creation Date,Original Path
TrashCaTs - HeartBreak aLLey by @avatararts ｜ Suno (1) [08ec1b4a-6a61-4c47-92eb-f3b9e9a9bb44-1].mp3,1.14 MB,07-19-24,/Users/steven/Music/TrashyCd
In this Alley Where I Hide - Live.mp3,6.56 MB,07-19-24,/Users/steven/Music/TrashyCd
Virtual Pulse.mp3,2.82 MB,06-20-24,/Users/steven/Music/TrashyCd
No more love songs.mp3,6.14 MB,07-19-24,/Users/steven/Music/TrashyCd
Heroes RiSe.mp3,2.73 MB,07-19-24,/Users/steven/Music/TrashyCd
Echoes of Moonlight.mp3,4.48 MB,06-19-24,/Users/steven/Music/TrashyCd
Moonlight's Pomise.mp3,3.69 MB,06-19-24,/Users/steven/Music/TrashyCd
Grabage Grove.mp3,4.91 MB,06-19-24,/Users/steven/Music/TrashyCd
Echoes of the Junkyard.mp3,4.03 MB,06-19-24,/Users/steven/Music/TrashyCd
Junkyard Dream Symphony.mp3,3.01 MB,06-19-24,/Users/steven/Music/TrashyCd
Urban Raccoon Party.mp3,5.47 MB,06-20-24,/Users/steven/Music/TrashyCd
Rubbish Love.mp3,4.26 MB,06-19-24,/Users/steven/Music/TrashyCd
liveFast-EatTrash-HeartbreakAlley-electonic.mp3,8.05 MB,07-19-24,/Users/steven/Music/TrashyCd
Archive.zip,79.50 MB,07-18-24,/Users/steven/Music/TrashyCd
Kings and Queens of Litter.mp3,5.49 MB,06-19-24,/Users/steven/Music/TrashyCd
in the Alley where Hope Flies.mp3,3.29 MB,07-19-24,/Users/steven/Music/TrashyCd
In the Junkyard I find.mp3,3.76 MB,06-19-24,/Users/steven/Music/TrashyCd
Bite in the Night.mp3,5.50 MB,06-19-24,/Users/steven/Music/TrashyCd
in This aLLey Where i HiDe.mp3,4.47 MB,06-19-24,/Users/steven/Music/TrashyCd
vance.py,4.22 KB,07-19-24,/Users/steven/Music/TrashyCd/upscale
mp3.py,1.44 KB,07-19-24,/Users/steven/Music/TrashyCd/upscale
upscale-.py,1.10 KB,07-19-24,/Users/steven/Music/TrashyCd/upscale
motion-upload.py,1.65 KB,07-19-24,/Users/steven/Music/TrashyCd/upscale
imgmp4.py,2.03 KB,07-19-24,/Users/steven/Music/TrashyCd/upscale
upscale 3.py,1.10 KB,07-19-24,/Users/steven/Music/TrashyCd/upscale
upscale.py,2.04 KB,07-19-24,/Users/steven/Music/TrashyCd/upscale
upscale copy.py,2.04 KB,07-19-24,/Users/steven/Music/TrashyCd/upscale
img2img.py,1.72 KB,07-19-24,/Users/steven/Music/TrashyCd/upscale
web-png-upscale.py,1.96 KB,07-19-24,/Users/steven/Music/TrashyCd/upscale
imgconvert.py,1.75 KB,07-19-24,/Users/steven/Music/TrashyCd/upscale
motion-upload copy.py,1.65 KB,07-19-24,/Users/steven/Music/TrashyCd/upscale
transcribe-mp3.py,1.31 KB,07-19-24,/Users/steven/Music/TrashyCd/upscale
web-png-upscale copy.py,1.75 KB,07-19-24,/Users/steven/Music/TrashyCd/upscale
img-img-upscale.py,1.57 KB,07-19-24,/Users/steven/Music/TrashyCd/upscale
upscale.sh,1.46 KB,07-19-24,/Users/steven/Music/TrashyCd/upscale
motion-upload 2.py,1.65 KB,07-19-24,/Users/steven/Music/TrashyCd/upscale
upscale3.py,1.10 KB,07-19-24,/Users/steven/Music/TrashyCd/upscale
setup.py,1.43 KB,07-19-24,/Users/steven/Music/TrashyCd/simple-photo-gallery
index.html,12.51 KB,07-19-24,/Users/steven/Music/TrashyCd/simple-photo-gallery/examples/gallery_usa_simple/public
photoswipe.css,4.04 KB,07-19-24,/Users/steven/Music/TrashyCd/simple-photo-gallery/examples/gallery_usa_simple/public/css
main.css,947.00 B,07-19-24,/Users/steven/Music/TrashyCd/simple-photo-gallery/examples/gallery_usa_simple/public/css
default-skin.css,11.38 KB,07-19-24,/Users/steven/Music/TrashyCd/simple-photo-gallery/examples/gallery_usa_simple/public/css
photoswipe-ui-default.min.js,9.65 KB,07-19-24,/Users/steven/Music/TrashyCd/simple-photo-gallery/examples/gallery_usa_simple/public/js
photoswipe.min.js,31.16 KB,07-19-24,/Users/steven/Music/TrashyCd/simple-photo-gallery/examples/gallery_usa_simple/public/js
main.js,2.53 KB,07-19-24,/Users/steven/Music/TrashyCd/simple-photo-gallery/examples/gallery_usa_simple/public/js
index.html,26.63 KB,07-19-24,/Users/steven/Music/TrashyCd/simple-photo-gallery/examples/gallery_usa_multi/public
photoswipe.css,4.04 KB,07-19-24,/Users/steven/Music/TrashyCd/simple-photo-gallery/examples/gallery_usa_multi/public/css
main.css,949.00 B,07-19-24,/Users/steven/Music/TrashyCd/simple-photo-gallery/examples/gallery_usa_multi/public/css
default-skin.css,11.38 KB,07-19-24,/Users/steven/Music/TrashyCd/simple-photo-gallery/examples/gallery_usa_multi/public/css
photoswipe-ui-default.min.js,9.65 KB,07-19-24,/Users/steven/Music/TrashyCd/simple-photo-gallery/examples/gallery_usa_multi/public/js
photoswipe.min.js,31.16 KB,07-19-24,/Users/steven/Music/TrashyCd/simple-photo-gallery/examples/gallery_usa_multi/public/js
main.js,2.53 KB,07-19-24,/Users/steven/Music/TrashyCd/simple-photo-gallery/examples/gallery_usa_multi/public/js
ALPHA.mp3,7.15 MB,06-21-24,/Users/steven/Music/TOWA TEI/Super Crooks (Soundtrack from the Netflix Series)
Showdown.mp3,6.30 MB,06-21-24,/Users/steven/Music/Marty Grimes/Cannon Busters (Netflix Original Series Soundtrack)
cover.py,1.56 KB,06-19-24,/Users/steven/test
Miniconda3.sh,69.55 MB,07-16-24,/Users/steven/test
imgmp4.py,1.92 KB,06-19-24,/Users/steven/test
cover2.py,1.56 KB,06-19-24,/Users/steven/test
convert.sh,998.00 B,06-19-24,/Users/steven/test
organize_files.py,3.20 KB,06-19-24,/Users/steven/test
play.html,8.13 KB,06-19-24,/Users/steven/test/web_project_files
link-images-in-html.pl,319.00 B,07-17-24,/Users/steven/test/juice/Resources
Panoramic Index Template.html,572.00 B,07-17-24,/Users/steven/test/juice/Resources
base_library.zip,1.27 MB,07-23-24,/Users/steven/dist/New Folder With Items/gallery-init/_internal
mutation-listener.js,1.90 KB,07-23-24,/Users/steven/dist/New Folder With Items/gallery-init/_internal/selenium/webdriver/common
findElements.js,52.42 KB,07-23-24,/Users/steven/dist/New Folder With Items/gallery-init/_internal/selenium/webdriver/remote
isDisplayed.js,16.54 KB,07-23-24,/Users/steven/dist/New Folder With Items/gallery-init/_internal/selenium/webdriver/remote
getAttribute.js,5.83 KB,07-23-24,/Users/steven/dist/New Folder With Items/gallery-init/_internal/selenium/webdriver/remote
config.py,109.00 B,07-23-24,/Users/steven/dist/New Folder With Items/gallery-init/_internal/cv2
version.py,93.00 B,07-23-24,/Users/steven/dist/New Folder With Items/gallery-init/_internal/cv2
__init__.py,6.46 KB,07-23-24,/Users/steven/dist/New Folder With Items/gallery-init/_internal/cv2
load_config_py3.py,262.00 B,07-23-24,/Users/steven/dist/New Folder With Items/gallery-init/_internal/cv2
config-3.py,724.00 B,07-23-24,/Users/steven/dist/New Folder With Items/gallery-init/_internal/cv2
version.py,90.00 B,07-23-24,/Users/steven/dist/New Folder With Items/gallery-init/_internal/cv2/misc
__init__.py,37.00 B,07-23-24,/Users/steven/dist/New Folder With Items/gallery-init/_internal/cv2/misc
__init__.py,1.10 KB,07-23-24,/Users/steven/dist/New Folder With Items/gallery-init/_internal/cv2/mat_wrapper
__init__.py,10.06 KB,07-23-24,/Users/steven/dist/New Folder With Items/gallery-init/_internal/cv2/gapi
__init__.py,330.00 B,07-23-24,/Users/steven/dist/New Folder With Items/gallery-init/_internal/cv2/utils
__init__.py,5.13 KB,07-23-24,/Users/steven/dist/New Folder With Items/gallery-init/_internal/cv2/typing
__init__.py,70.00 B,07-23-24,/Users/steven/dist/New Folder With Items/gallery-init/_internal/cv2/data
base_library.zip,1.27 MB,07-23-24,/Users/steven/dist/build/gallery-init
xref-gallery-init.html,1.76 MB,07-23-24,/Users/steven/dist/build/gallery-init
sortD.sh,674.00 B,07-23-24,/Users/steven/Pictures
Sell.zip,137.34 MB,07-17-24,/Users/steven/Pictures
config.py,56.00 B,07-23-24,/Users/steven/Pictures
organize.py,1.09 KB,07-23-24,/Users/steven/Pictures
ChatGPT-EPIC_TYPO_City.html,75.34 MB,07-21-24,/Users/steven/Pictures
docs.py,6.35 KB,07-23-24,/Users/steven/Pictures
other.py,7.24 KB,07-23-24,/Users/steven/Pictures
copy.py,1.10 KB,07-23-24,/Users/steven/Pictures
img.py,6.29 KB,07-23-24,/Users/steven/Pictures
vids.py,7.18 KB,07-23-24,/Users/steven/Pictures
2024-07-10-superpower-chatgpt-gallery.zip,16.54 MB,07-14-24,/Users/steven/Pictures
livefast-eatTrash.zip,21.00 MB,06-19-24,/Users/steven/Pictures
audio.py,7.19 KB,07-23-24,/Users/steven/Pictures
My typo5 (1).zip,232.49 KB,07-21-24,/Users/steven/Pictures
back-clean.sh,994.00 B,07-23-24,/Users/steven/Pictures
in this alley where i Hide - LIVE - CuT.vtt,1.55 KB,07-17-24,/Users/steven/Pictures/trashCaTs - Pics copy
in this alley where i Hide - LIVE - CuT.srt,1.79 KB,07-17-24,/Users/steven/Pictures/trashCaTs - Pics copy
index.html,5.92 KB,07-17-24,/Users/steven/Pictures/trashCaTs - Pics copy/public
photoswipe.css,4.04 KB,07-17-24,/Users/steven/Pictures/trashCaTs - Pics copy/public/css
main.css,2.32 KB,07-17-24,/Users/steven/Pictures/trashCaTs - Pics copy/public/css
default-skin.css,11.38 KB,07-17-24,/Users/steven/Pictures/trashCaTs - Pics copy/public/css
index.html,82.85 KB,07-17-24,/Users/steven/Pictures/comics/100/public
photoswipe.css,4.04 KB,07-17-24,/Users/steven/Pictures/comics/100/public/css
main.css,2.32 KB,07-17-24,/Users/steven/Pictures/comics/100/public/css
default-skin.css,11.38 KB,07-17-24,/Users/steven/Pictures/comics/100/public/css
base_library.zip,1.27 MB,07-23-24,/Users/steven/Pictures/comics/build/gallery-init
xref-gallery-init.html,1.76 MB,07-23-24,/Users/steven/Pictures/comics/build/gallery-init
img2img.py,1.71 KB,07-21-24,/Users/steven/Pictures/City
imgupscale.py,2.59 KB,07-21-24,/Users/steven/Pictures/City
imgconvert.py,1.74 KB,07-21-24,/Users/steven/Pictures/City
upscale2.py,3.17 KB,07-21-24,/Users/steven/Pictures/City
ideogram_download_2024-07-23.zip,212.61 MB,07-23-24,/Users/steven/Pictures/City/NewYork
photoswipe.css,4.05 KB,07-23-24,/Users/steven/Pictures/City/NewYork/css
main.css,2.50 KB,07-23-24,/Users/steven/Pictures/City/NewYork/css
default-skin.css,11.40 KB,07-23-24,/Users/steven/Pictures/City/NewYork/css
index.html,84.37 KB,07-23-24,/Users/steven/Pictures/City/NewYork/public
photoswipe.css,4.05 KB,07-23-24,/Users/steven/Pictures/City/NewYork/public/css
main.css,2.50 KB,07-23-24,/Users/steven/Pictures/City/NewYork/public/css
default-skin.css,11.40 KB,07-23-24,/Users/steven/Pictures/City/NewYork/public/css
main.js,3.57 KB,07-23-24,/Users/steven/Pictures/City/NewYork/public/js
all_images.zip,86.33 MB,07-23-24,/Users/steven/Pictures/City/Tokyo
ideogram_download_2024-07-23.zip,226.53 MB,07-23-24,/Users/steven/Pictures/City/Tokyo
index.html,43.16 KB,07-23-24,/Users/steven/Pictures/City/Tokyo/public
photoswipe.css,4.05 KB,07-23-24,/Users/steven/Pictures/City/Tokyo/public/css
main.css,2.50 KB,07-23-24,/Users/steven/Pictures/City/Tokyo/public/css
default-skin.css,11.40 KB,07-23-24,/Users/steven/Pictures/City/Tokyo/public/css
main.js,3.57 KB,07-23-24,/Users/steven/Pictures/City/Tokyo/public/js
index.html,19.47 KB,07-23-24,/Users/steven/Pictures/City/Sydney/public
photoswipe.css,4.05 KB,07-23-24,/Users/steven/Pictures/City/Sydney/public/css
main.css,2.50 KB,07-23-24,/Users/steven/Pictures/City/Sydney/public/css
default-skin.css,11.40 KB,07-23-24,/Users/steven/Pictures/City/Sydney/public/css
main.js,3.57 KB,07-23-24,/Users/steven/Pictures/City/Sydney/public/js
ideogram_download_2024-07-23 (1).zip,58.57 MB,07-23-24,/Users/steven/Pictures/City/Cairo
all_images.zip,32.86 MB,07-23-24,/Users/steven/Pictures/City/Cairo
ideogram_download_2024-07-23.zip,64.12 MB,07-23-24,/Users/steven/Pictures/City/Cairo
photoswipe.css,4.05 KB,07-23-24,/Users/steven/Pictures/City/Cairo/public/css
main.css,2.50 KB,07-23-24,/Users/steven/Pictures/City/Cairo/public/css
default-skin.css,11.40 KB,07-23-24,/Users/steven/Pictures/City/Cairo/public/css
main.js,3.57 KB,07-23-24,/Users/steven/Pictures/City/Cairo/public/js
styles.css,1.13 KB,07-23-24,/Users/steven/Pictures/City/cal
script.js,864.00 B,07-23-24,/Users/steven/Pictures/City/cal
cal.html,1.57 KB,07-23-24,/Users/steven/Pictures/City/cal
all_images.zip,5.62 MB,07-23-24,/Users/steven/Pictures/City/Kyoto
index.html,13.36 KB,07-23-24,/Users/steven/Pictures/City/Amsterdam/public
photoswipe.css,4.05 KB,07-23-24,/Users/steven/Pictures/City/Amsterdam/public/css
main.css,2.50 KB,07-23-24,/Users/steven/Pictures/City/Amsterdam/public/css
default-skin.css,11.40 KB,07-23-24,/Users/steven/Pictures/City/Amsterdam/public/css
main.js,3.57 KB,07-23-24,/Users/steven/Pictures/City/Amsterdam/public/js
Wallpaper.html,4.68 KB,07-21-24,/Users/steven/Pictures/My typo5 (1).theme
SixCaps-webfont.woff,12.86 KB,07-21-24,/Users/steven/Pictures/My typo5 (1).theme
index.html,30.20 KB,07-18-24,/Users/steven/Pictures/test
index-template.html,803.09 KB,07-17-24,/Users/steven/Pictures/Selling
Panoramic Index Template.html,572.00 B,07-17-24,/Users/steven/Pictures/Selling
gindex.html,23.08 KB,07-17-24,/Users/steven/Pictures/Selling
index.html,5.92 KB,07-17-24,/Users/steven/Pictures/Selling/public
photoswipe.css,4.04 KB,07-17-24,/Users/steven/Pictures/Selling/public/css
main.css,2.32 KB,07-17-24,/Users/steven/Pictures/Selling/public/css
default-skin.css,11.38 KB,07-17-24,/Users/steven/Pictures/Selling/public/css
Ideogram - 6_18_2024 5-41-43 PM.zip,37.82 MB,06-19-24,/Users/steven/Pictures/ideogram.ai/zip
Ideogram - 6_18_2024 5-43-05 PM.zip,52.85 MB,06-19-24,/Users/steven/Pictures/ideogram.ai/zip
Ideogram - 6_18_2024 5-57-33 PM.zip,40.90 MB,06-19-24,/Users/steven/Pictures/ideogram.ai/zip
Ideogram - 6_18_2024 5-44-39 PM.zip,55.43 MB,06-19-24,/Users/steven/Pictures/ideogram.ai/zip
Ideogram - 6_18_2024 5-59-28 PM.zip,40.90 MB,06-19-24,/Users/steven/Pictures/ideogram.ai/zip
Ideogram - 6_18_2024 6-19-30 PM.zip,43.95 MB,06-19-24,/Users/steven/Pictures/ideogram.ai/zip
Ideogram - 6_18_2024 6-31-54 PM.zip,49.20 MB,06-19-24,/Users/steven/Pictures/ideogram.ai/zip
ideogram_download_2024-06-18 (1).zip,21.42 MB,06-19-24,/Users/steven/Pictures/ideogram.ai/zip
Ideogram - 6_18_2024 6-10-18 PM.zip,46.31 MB,06-19-24,/Users/steven/Pictures/ideogram.ai/zip
Ideogram - 6_18_2024 6-13-54 PM.zip,47.74 MB,06-19-24,/Users/steven/Pictures/ideogram.ai/zip
ideogram_download_2024-06-18 (3).zip,259.13 MB,06-19-24,/Users/steven/Pictures/ideogram.ai/zip
Ideogram - 6_18_2024 5-55-52 PM.zip,42.14 MB,06-19-24,/Users/steven/Pictures/ideogram.ai/zip
ideogram_download_2024-06-18 (2).zip,160.94 MB,06-19-24,/Users/steven/Pictures/ideogram.ai/zip
ideogram_download_2024-06-18.zip,88.44 MB,06-19-24,/Users/steven/Pictures/ideogram.ai/zip
Ideogram - 6_18_2024 5-49-14 PM.zip,47.73 MB,06-19-24,/Users/steven/Pictures/ideogram.ai/zip
Ideogram - 6_18_2024 6-01-33 PM.zip,50.47 MB,06-19-24,/Users/steven/Pictures/ideogram.ai/zip
Ideogram - 6_18_2024 6-04-45 PM.zip,41.66 MB,06-19-24,/Users/steven/Pictures/ideogram.ai/zip
Ideogram - 6_18_2024 6-07-05 PM.zip,40.89 MB,06-19-24,/Users/steven/Pictures/ideogram.ai/zip
Ideogram - 6_18_2024 5-51-26 PM.zip,42.34 MB,06-19-24,/Users/steven/Pictures/ideogram.ai/zip
Ideogram - 6_18_2024 5-46-50 PM.zip,45.12 MB,06-19-24,/Users/steven/Pictures/ideogram.ai/zip
ideogram_download_2024-06-18 (4).zip,12.96 MB,06-19-24,/Users/steven/Pictures/ideogram.ai/zip
index.html,27.12 KB,07-21-24,/Users/steven/Pictures/Covers/Cover Albums Juice
Cover Albums[591299582]-inflated.gz,1.00 MB,07-21-24,/Users/steven/Pictures/Covers/Cover Albums Juice/gz
index.html,4.58 KB,07-21-24,/Users/steven/Pictures/Covers/Cover Albums Juice/jpg
SBLQDQ60= $;4BL>NUEVVHVTFR.mp3,139.24 KB,07-21-24,/Users/steven/Pictures/Covers/Cover Albums Juice/mp3
index.html,21.81 KB,07-21-24,/Users/steven/Pictures/Covers/Cover Albums Juice/tiff
converts.py,2.22 KB,07-21-24,/Users/steven/Pictures/Covers/Cover Albums Juice/tiff
inthisalley-trashcat.zip,24.31 MB,07-18-24,/Users/steven/Pictures/trashCaTs - Pics/inthisalley-trashcat
where-i-hide.zip,21.95 MB,07-18-24,/Users/steven/Pictures/trashCaTs - Pics/where-i-hide
livefast-eatTrash.zip,20.93 MB,07-18-24,/Users/steven/Pictures/trashCaTs - Pics/FINISHED/livefast-eatTrash
Untitled image.zip,23.31 MB,07-18-24,/Users/steven/Pictures/trashCaTs - Pics/trashyy
Untitled image (3).zip,5.32 MB,07-21-24,/Users/steven/Pictures/BBLspider
Untitled image (2).zip,3.99 MB,07-21-24,/Users/steven/Pictures/BBLspider
Untitled image (1).zip,4.48 MB,07-21-24,/Users/steven/Pictures/BBLspider
Untitled image.zip,2.50 MB,07-21-24,/Users/steven/Pictures/BBLspider
index.html,95.67 KB,07-21-24,/Users/steven/Pictures/BBLspider/Bubblespider Juice
index.html,45.43 KB,07-21-24,/Users/steven/Pictures/BBLspider/Bubblespider Juice/jpg
URLs.html,54.43 KB,07-21-24,/Users/steven/Pictures/BBLspider/Bubblespider Juice/URLs
index.html,46.81 KB,07-23-24,/Users/steven/Pictures/BBLspider/Bubblespider Juice/tiff
Neon Whisper (2).mp3,1.40 MB,07-21-24,/Users/steven/Pictures/etsy
all_images.zip,82.43 MB,07-23-24,/Users/steven/Pictures/etsy
Untitled image.zip,3.75 MB,07-21-24,/Users/steven/Pictures/etsy
Neon Whisper (1).mp3,1.68 MB,07-21-24,/Users/steven/Pictures/etsy
Neon Whisper.mp3,1.26 MB,07-21-24,/Users/steven/Pictures/etsy
untitled.sh,1.48 KB,07-19-24,/Users/steven/Pictures/DaLL-E
300dpi.py,1.29 KB,07-19-24,/Users/steven/Pictures/DaLL-E
imgconvert.py,4.13 KB,07-17-24,/Users/steven/Pictures/DaLL-E
1untitled.sh,1.05 KB,07-19-24,/Users/steven/Pictures/DaLL-E
setup.py,1.43 KB,07-18-24,/Users/steven/Pictures/DaLL-E/9-16/simple-photo-gallery
index.html,12.51 KB,07-18-24,/Users/steven/Pictures/DaLL-E/9-16/simple-photo-gallery/examples/gallery_usa_simple/public
photoswipe.css,4.04 KB,07-18-24,/Users/steven/Pictures/DaLL-E/9-16/simple-photo-gallery/examples/gallery_usa_simple/public/css
main.css,947.00 B,07-18-24,/Users/steven/Pictures/DaLL-E/9-16/simple-photo-gallery/examples/gallery_usa_simple/public/css
default-skin.css,11.38 KB,07-18-24,/Users/steven/Pictures/DaLL-E/9-16/simple-photo-gallery/examples/gallery_usa_simple/public/css
photoswipe-ui-default.min.js,9.65 KB,07-18-24,/Users/steven/Pictures/DaLL-E/9-16/simple-photo-gallery/examples/gallery_usa_simple/public/js
